district,comp_bc,comp_box_reock,comp_ch,comp_lw,comp_polsby,comp_reock,comp_schwartz,comp_skew,area_m2,perim_m
1,0.866184603007593,0.498379033157875,0.700448739690218,0.771841659440635,0.286101179577088,0.40260748556294,0.534884267460811,0.357297866499175,16748110097.3206,857685.388276077
2,0.876041469823268,0.569984030940393,0.815840444189096,0.795342157360858,0.271984461543495,0.430824658726989,0.521521295388304,0.45391194443518,1227601499.97435,238156.034570275
3,0.900978617658777,0.469570723700509,0.717879009149768,0.856713569833568,0.266102617767047,0.378526199626651,0.515851352394318,0.415121841171777,407791549.988697,138771.2402399
4,0.926308005154717,0.658644672082391,0.77919408995762,0.752410048155653,0.270982503245616,0.420947859599036,0.520559797953718,0.507588661929102,1941166160.2609,300030.677544989
5,0.767585691425335,0.525776040451087,0.648382075421529,0.499933506714826,0.154378485571486,0.304816908839222,0.392910276744559,0.261243307024266,159853043.802514,114070.146413819
6,0.903993365602663,0.547922742512227,0.681468553822817,0.971992925209198,0.159945253809399,0.473405102509789,0.399931561406947,0.402516445963826,465868203.251459,191315.777979446
7,0.86004982322189,0.547530672009355,0.698905810794533,0.899497906473825,0.172246490219072,0.476120864478487,0.415025891022562,0.364531348620547,103310172.706809,86816.3024671467
8,0.891151614451327,0.531165991984871,0.623707340614646,0.673405419635335,0.155954809919824,0.416995255441422,0.394911141802588,0.388137958413671,668313814.209096,232057.582852825
9,0.844128342212684,0.626903453000306,0.836519030531785,0.435134248235338,0.252781542913178,0.324475777538719,0.502773848676697,0.312440785629801,441664477.192087,148176.211636638
10,0.813038252713611,0.707109408239697,0.845590525787883,0.512711211520655,0.301932559933243,0.370505300344675,0.549483903252173,0.340489170336587,3633552179.57892,388880.044753486
11,0.860065480352782,0.614777802720838,0.824151523882163,0.745236884459078,0.342796377178768,0.417903446192153,0.585488152893607,0.370115766480874,4243997887.3715,394434.050828746
12,0.911065125784903,0.562527965316949,0.775252331500568,0.904187792738732,0.292262752278981,0.554491979330587,0.540613311229922,0.526931031681494,27539640382.1165,1088171.45568852
13,0.902268588294257,0.512928020815952,0.755178794501142,0.864796513608327,0.312657561791483,0.459147490369453,0.559157904166151,0.476025536253149,21165145917.347,922318.876368131
14,0.889229362810482,0.720130286146009,0.885763261675693,0.523687303683371,0.372962809543144,0.466130217462639,0.61070681144322,0.488741143301573,1177634237.16246,199194.516948613
15,0.856644336507705,0.739196281265518,0.809620720398313,0.62925415483903,0.36666875842773,0.489362126668123,0.605531798031888,0.414784630278568,27469161492.7922,970265.701052729
16,0.910640599848703,0.617521084786508,0.720835359496887,0.792120231952909,0.278943676171944,0.493670037632655,0.528151186850833,0.451944636127029,27308056806.2733,1109154.5643767
17,0.820737701826067,0.518042968907583,0.662678088437201,0.767304855505951,0.35372257733667,0.356456081546449,0.594745809011438,0.425157794345854,15329861243.0585,737976.705835145
