district,comp_bc,comp_box_reock,comp_ch,comp_lw,comp_polsby,comp_reock,comp_schwartz,comp_skew,area_m2,perim_m
1,0.761390888435933,0.457975881148958,0.66948544950208,0.878952460768108,0.12762642128994,0.420361446960438,0.35724840278151,0.389380208852963,520495724.117035,226382.691644145
2,0.887819475170239,0.690629590503669,0.851247080132697,0.834504420251237,0.395431115053834,0.534621388054075,0.628833137687442,0.501502688851484,2256114969.86848,267762.729163862
3,0.852641816599579,0.509436796105942,0.68474742168429,0.747573687881702,0.168839054180671,0.435664563513739,0.410900297128964,0.375431635021803,135075792.330197,100266.819356471
4,0.862013301543888,0.494060034789111,0.683539828116385,0.740762484821016,0.107185753262725,0.394289062694857,0.327392353702289,0.374582556173265,259116761.435901,174294.6888314
5,0.753487370421469,0.478865352973404,0.623656986864805,0.46612146271915,0.12740945613484,0.265644913194591,0.356944612138691,0.230493942318658,105205429.153974,101864.574919322
6,0.788476206813121,0.509794979267232,0.714508707513402,0.904430146428509,0.161906274032269,0.453427258636369,0.402375787084994,0.335203259602726,821959622.278236,252579.636992382
7,0.928389187908504,0.499712665447485,0.623286353276235,0.989059281857883,0.16540823745166,0.473640077716607,0.406704115361106,0.49404786594298,514531501.744178,197711.690575377
8,0.825713241021361,0.536129351856488,0.643180713684322,0.858139175791569,0.167262853384048,0.504441798218161,0.408977815271254,0.353125942889984,528856168.028026,199330.597383288
9,0.918980453861635,0.682805066766216,0.908752498187152,0.662061793200662,0.377973454468833,0.485799518162382,0.614795457423713,0.538229854728791,1992415083.64606,257373.715719531
10,0.820910757863766,0.850314190348265,0.940089811686205,0.452659641003307,0.56671410108128,0.423012845147687,0.752804158517526,0.369966454274238,3590028880.20695,282144.698103367
11,0.857841076137006,0.541389224209654,0.772978916408204,0.759129972504426,0.32168201865765,0.409509914165197,0.567170184916,0.367927817782837,4158757785.82516,403063.389553361
12,0.891968983894756,0.590862309459672,0.79372004980324,0.910523103127914,0.40154224257226,0.571960780473438,0.633673608865211,0.467819610391388,18529529367.6279,761502.803124072
13,0.625995040381301,0.423544325322282,0.58214094517206,0.704996277643321,0.153444461471451,0.374600702962082,0.391719876278255,0.34805922293229,34682649745.7837,1685331.96666286
14,0.835684962308424,0.509481096197961,0.732651455650136,0.798626350168092,0.317231725374344,0.37556287629093,0.563233277935834,0.321066356823087,15623078621.5811,786683.306561716
15,0.809060188178915,0.545711272508334,0.710827269172223,0.767108659874872,0.273603776474065,0.436014328554136,0.523071483139795,0.33833758127862,30774857561.7141,1188890.65666926
16,0.818327571785931,0.611118469674299,0.77389419960786,0.668018819609291,0.334039664896702,0.400865611539437,0.577961646562038,0.342456072208809,20391088561.0794,875842.706479499
17,0.825317245238283,0.51186243207391,0.660522820446591,0.767304855505951,0.349923657326471,0.352203364930624,0.591543453455848,0.425157794345854,15146967587.9866,737532.440554628
