district,comp_bc,comp_box_reock,comp_ch,comp_lw,comp_polsby,comp_reock,comp_schwartz,comp_skew,area_m2,perim_m
1,0.877794947910647,0.591393009872864,0.753476838682537,0.817936097548482,0.176779211070024,0.412652399394253,0.420451199391825,0.408939209984427,315299304.008244,149710.011028895
2,0.874058482885051,0.613450644870397,0.811751184840298,0.945401411448841,0.338866282336544,0.506117119966123,0.582122222850618,0.473154186261995,2179667408.97634,284305.897283405
3,0.819248601706178,0.54426998210981,0.683788436710712,0.810226704970467,0.138818997929074,0.444764243328073,0.372584215888266,0.336163120921391,272193696.284397,156971.031102844
4,0.693517823457518,0.392500030439014,0.552604850358641,0.612222442234917,0.082324991946239,0.187937894575536,0.28692332067338,0.159767226504796,231604088.960968,188023.52691524
5,0.83462204378491,0.530965871038497,0.67223471589993,0.834574513636258,0.187323078219295,0.408609582776068,0.432808362002509,0.428405235398476,894979243.095118,245028.031278014
6,0.880599797274919,0.567730307603195,0.76296624143979,0.908898119553609,0.183257390313512,0.537044299937913,0.42808572776199,0.437020064685943,655699534.69605,212044.308936849
7,0.956048505548627,0.786894446844354,0.901276705954482,0.821800277270175,0.329229813766938,0.578031153762115,0.573785511987657,0.61451511089103,1849467306.71826,265692.125527812
8,0.882528372676314,0.552299636526447,0.761317947317176,0.745572624240273,0.174482563186043,0.397663164316744,0.417711100147032,0.337251320180336,530820177.283099,195525.14971987
9,0.849300100711727,0.467157862623793,0.673397333609112,0.717151269691503,0.151271845954609,0.366485722195888,0.388936814861501,0.335343226566197,161387191.980194,115787.162547821
10,0.822879175524272,0.798011218729486,0.911474248489885,0.447708058253003,0.530856330272204,0.421397808281056,0.728598881602356,0.366015584468637,3576322372.09423,290960.987148429
11,0.783275174843245,0.520520762254021,0.71204750157874,0.970284987667859,0.26430714318898,0.486184291805658,0.5141081045743,0.418112358702774,3469142291.72044,406126.69641101
12,0.866858860870692,0.537564813641787,0.686424022498115,0.733218073614753,0.184145894319693,0.413718995719803,0.429122237037062,0.371364907909498,40991854181.2657,1672525.29010559
13,0.873289720209159,0.541405636185019,0.74399053921351,0.963023460687479,0.342236639035779,0.46625964799995,0.585009947809248,0.411876279856036,16920514448.472,788221.837023664
14,0.861519235053322,0.593457745352215,0.74402533831423,0.664317446283062,0.241882852147181,0.437392334081141,0.491815872199323,0.409453982473483,11605158743.1736,776475.816802208
15,0.912975655168891,0.627403552426203,0.777073663025168,0.90964116814763,0.281653098505792,0.524566066946272,0.530709994729506,0.460960339994997,25718647817.4973,1071202.87854933
16,0.858841950471124,0.694767841495988,0.837389215481232,0.806393616873619,0.420353818893517,0.462222828798925,0.648346989576968,0.413193314035756,18746301859.8825,748609.331448386
17,0.835196279437359,0.567440627916319,0.759220974972638,0.875160828450221,0.378656449860471,0.458602680415575,0.615350672267831,0.398706243564568,21911669498.2985,852746.581246486
