district,comp_bc,comp_box_reock,comp_ch,comp_lw,comp_polsby,comp_reock,comp_schwartz,comp_skew,area_m2,perim_m
1,0.869568990207394,0.596224374933256,0.834085937894792,0.954241574044329,0.321872488394634,0.539819450872866,0.567338072400076,0.463385097754814,2293605704.33587,299241.886001038
2,0.937534883204027,0.751839265399556,0.871204890435289,0.740503825424536,0.33118883276299,0.567113859203958,0.5754900805079,0.588354867208359,532672223.080155,142166.448718418
3,0.794772523855115,0.444820128687369,0.57334391503204,0.999798105943381,0.098647666147069,0.310311934151348,0.314082260159769,0.207735503993357,420282276.097448,231383.327493618
4,0.848832270084551,0.61799588635435,0.771123966170322,0.523045206150848,0.224350057368144,0.396250704832784,0.473656053870468,0.392093067735613,179540972.933859,100282.147749426
5,0.923549457604361,0.678417024859651,0.891214500205043,0.664908559003926,0.392893487350353,0.46205166604881,0.626812162733265,0.532243896137205,1970742196.41019,251062.832828423
6,0.871395947517487,0.569117104149205,0.710797202128729,0.775113267658746,0.166156807300056,0.441168682737999,0.407623364516874,0.361728207510056,678368853.134429,226505.531482355
7,0.890573295430833,0.629729316395706,0.682105563062687,0.850432652191351,0.174147189175782,0.466127754153027,0.417309464517379,0.369468842741629,177290525.256185,113106.994086952
8,0.730873825941893,0.502505692326187,0.698931113545646,0.481080511281026,0.120225347466574,0.299566695773209,0.346735270006635,0.307701337630224,773049319.708716,284256.570931637
9,0.878395825955693,0.510655322439085,0.710268260589348,0.737067085431787,0.179300583888799,0.419293673841351,0.423438996655716,0.394400313214425,151589492.393905,103073.881183082
10,0.82435570764013,0.802986089608469,0.90861754156128,0.473814991053091,0.467043249712975,0.417940439281115,0.683405626047207,0.366015611211141,3546980344.53714,308926.933275754
11,0.817573857417174,0.696053994180597,0.8217475107713,0.558833053574436,0.326135500862538,0.438270146004927,0.571082744322168,0.457653824639123,2810703357.98914,329089.026107599
12,0.880379304091571,0.429060167649361,0.612346159908728,0.991330861580821,0.154892715775112,0.41038582308177,0.393564119013805,0.299136083102476,26294376263.522,1460564.93989875
13,0.889746943050516,0.595668495246931,0.813090178975862,0.983708154505591,0.390839645132828,0.477643897635,0.625171692523604,0.478923762157329,23765410320.8772,874134.54875359
14,0.837629187495461,0.51158010225781,0.668984568131439,0.946438292349001,0.211432546616329,0.427877361833371,0.459817949428172,0.351273724139931,15920344571.238,972736.569439701
15,0.900829041619451,0.524097863097787,0.738090915200955,0.50216332390213,0.210716131949468,0.321417208262375,0.459038268502167,0.34492356840935,30988616468.8746,1359430.88591853
16,0.845429863535102,0.616119952064544,0.759311932684764,0.618472411292002,0.308566611685176,0.44862073247738,0.555487724153447,0.369963464238803,24384298819.369,996519.042582862
17,0.812768577023041,0.511723538078524,0.654594302741503,0.767304855505951,0.340618505189839,0.352107794461923,0.5836253123279,0.404249314338026,15142857454.6491,747437.235862795
